"group","mlpa_region","site_name","affiliated_mpa","tier","mpa_designation","lat_wgs84","lon_wgs84","year"
"Deep reef","South",NA,"South La Jolla SMCA","1","Reference",32.8618,-117.3137,"2014"
"Deep reef","South",NA,"South La Jolla SMCA","1","Reference",32.8618,-117.3137,"2020"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2004"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2005"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2006"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2007"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2008"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2009"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2014"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2015"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2019"
"Deep reef","South",NA,"South Point SMR","2","Reference",33.915,-120.1904032,"2020"
"Deep reef","South",NA,"Swamis SMCA","1","Reference",32.9904,-117.3176077,"2014"
"Deep reef","South",NA,"Swamis SMCA","1","Reference",32.9904,-117.3176077,"2020"
"Surf zone","North Coast","Gold Bluffs","Reference for Reading Rock","NA","REF",41.38042,-124.07171,"2019"
"Surf zone","North Coast","Gold Bluffs","Reference for Reading Rock","NA","REF",41.38042,-124.07171,"2020"
"Surf zone","North Coast","Gold Bluffs","Reference for Reading Rock","NA","REF",41.38042,-124.07171,"2021"
"Surf zone","North Coast","Reading Rock","Reading Rock SMR","I","SMR",41.30215,-124.08944,"2019"
"Surf zone","North Coast","Reading Rock","Reading Rock SMR","I","SMR",41.30215,-124.08944,"2020"
"Surf zone","North Coast","Reading Rock","Reading Rock SMR","I","SMR",41.30215,-124.08944,"2021"
"Surf zone","North Coast","Mad River Beach","Reference for Samoa Dunes","NA","REF",40.93031,-124.13549,"2019"
"Surf zone","North Coast","Mad River Beach","Reference for Samoa Dunes","NA","REF",40.93031,-124.13549,"2020"
"Surf zone","North Coast","Mad River Beach","Reference for Samoa Dunes","NA","REF",40.93031,-124.13549,"2021"
"Surf zone","North Coast","Samoa","Samoa SMCA","III","SMR",40.76918,-124.22726,"2019"
"Surf zone","North Coast","Samoa","Samoa SMCA","III","SMR",40.76918,-124.22726,"2020"
"Surf zone","North Coast","Samoa","Samoa SMCA","III","SMR",40.76918,-124.22726,"2021"
"Surf zone","North Coast","Ten Mile","Ten Mile SMR","II","SMR",39.53973,-123.77072,"2019"
"Surf zone","North Coast","Ten Mile","Ten Mile SMR","II","SMR",39.53973,-123.77072,"2020"
"Surf zone","North Coast","Ten Mile","Ten Mile SMR","II","SMR",39.53973,-123.77072,"2021"
"Surf zone","North Coast","Virgin Creek","McKerricher SMCA = reference for Ten Mile","NA","SMCA",39.47535,-123.80403,"2019"
"Surf zone","North Coast","Virgin Creek","McKerricher SMCA = reference for Ten Mile","NA","SMCA",39.47535,-123.80403,"2020"
"Surf zone","North Coast","Virgin Creek","McKerricher SMCA = reference for Ten Mile","NA","SMCA",39.47535,-123.80403,"2021"
"Surf zone","North Coast","Doran County Park","Reference for Point Reyes","I","SMR",38.3125,-123.04683,"2019"
"Surf zone","North Coast","Doran County Park","Reference for Point Reyes","I","SMR",38.3125,-123.04683,"2020"
"Surf zone","North Coast","Doran County Park","Reference for Point Reyes","I","SMR",38.3125,-123.04683,"2021"
"Surf zone","North Coast","Drakes Beach","Point Reyes SMR","I","SMR",38.02689,-122.96154,"2019"
"Surf zone","North Coast","Drakes Beach","Point Reyes SMR","I","SMR",38.02689,-122.96154,"2020"
"Surf zone","North Coast","Drakes Beach","Point Reyes SMR","I","SMR",38.02689,-122.96154,"2021"
"Surf zone","Central Coast","Ano Nuevo","Ano Nuevo SMR","I","SMR",37.11764,-122.3118,"2019"
"Surf zone","Central Coast","Ano Nuevo","Ano Nuevo SMR","I","SMR",37.11764,-122.3118,"2020"
"Surf zone","Central Coast","Ano Nuevo","Ano Nuevo SMR","I","SMR",37.11764,-122.3118,"2021"
"Surf zone","Central Coast","Greyhound Rock","Greyhound Rock SMCA = reference for Ano Nuevo","I","SMCA",37.07883,-122.2659,"2019"
"Surf zone","Central Coast","Greyhound Rock","Greyhound Rock SMCA = reference for Ano Nuevo","I","SMCA",37.07883,-122.2659,"2020"
"Surf zone","Central Coast","Greyhound Rock","Greyhound Rock SMCA = reference for Ano Nuevo","I","SMCA",37.07883,-122.2659,"2021"
"Surf zone","Central Coast","Four Mile Beach","Natural Bridges SMR","II","SMR",36.96625,-122.12273,"2019"
"Surf zone","Central Coast","Four Mile Beach","Natural Bridges SMR","II","SMR",36.96625,-122.12273,"2020"
"Surf zone","Central Coast","Four Mile Beach","Natural Bridges SMR","II","SMR",36.96625,-122.12273,"2021"
"Surf zone","Central Coast","Twin Lakes Beach","Reference for Natural Bridges","NA","REF",36.96138,-121.9973,"2019"
"Surf zone","Central Coast","Twin Lakes Beach","Reference for Natural Bridges","NA","REF",36.96138,-121.9973,"2020"
"Surf zone","Central Coast","Twin Lakes Beach","Reference for Natural Bridges","NA","REF",36.96138,-121.9973,"2021"
"Surf zone","Central Coast","Asilomar","Asilomar SMR","II","SMR",36.61059,-121.94761,"2019"
"Surf zone","Central Coast","Asilomar","Asilomar SMR","II","SMR",36.61059,-121.94761,"2020"
"Surf zone","Central Coast","Asilomar","Asilomar SMR","II","SMR",36.61059,-121.94761,"2021"
"Surf zone","Central Coast","Carmel Beach","Carmel Bay SMCA = reference for Asilomar","I","SMCA",36.55746,-121.93182,"2019"
"Surf zone","Central Coast","Carmel Beach","Carmel Bay SMCA = reference for Asilomar","I","SMCA",36.55746,-121.93182,"2020"
"Surf zone","Central Coast","Carmel Beach","Carmel Bay SMCA = reference for Asilomar","I","SMCA",36.55746,-121.93182,"2021"
"Surf zone","Central Coast","Stillwater Cove","Carmel Bay SMCA = reference for Whalers Cove","I","SMCA",36.56645,-121.94265,"2019"
"Surf zone","Central Coast","Stillwater Cove","Carmel Bay SMCA = reference for Whalers Cove","I","SMCA",36.56645,-121.94265,"2020"
"Surf zone","Central Coast","Stillwater Cove","Carmel Bay SMCA = reference for Whalers Cove","I","SMCA",36.56645,-121.94265,"2021"
"Surf zone","Central Coast","Whalers Cove","Point Lobos SMR","I","SMR",36.51881,-121.93839,"2019"
"Surf zone","Central Coast","Whalers Cove","Point Lobos SMR","I","SMR",36.51881,-121.93839,"2020"
"Surf zone","Central Coast","Whalers Cove","Point Lobos SMR","I","SMR",36.51881,-121.93839,"2021"
"Surf zone","South Coast","Percos Beach","Point Conception SMR","I","SMR",34.45138,-120.44398,"2019"
"Surf zone","South Coast","Percos Beach","Point Conception SMR","I","SMR",34.45138,-120.44398,"2020"
"Surf zone","South Coast","Percos Beach","Point Conception SMR","I","SMR",34.45138,-120.44398,"2021"
"Surf zone","South Coast","Refugio State Beach","Reference for Point Conception SMR","NA","REF",34.46293,-120.07054,"2019"
"Surf zone","South Coast","Refugio State Beach","Reference for Point Conception SMR","NA","REF",34.46293,-120.07054,"2020"
"Surf zone","South Coast","Refugio State Beach","Reference for Point Conception SMR","NA","REF",34.46293,-120.07054,"2021"
"Surf zone","South Coast","Haskells Beach","Reference for Campus Point SMCA","NA","REF",34.43138,-119.91675,"2019"
"Surf zone","South Coast","Haskells Beach","Reference for Campus Point SMCA","NA","REF",34.43138,-119.91675,"2020"
"Surf zone","South Coast","Haskells Beach","Reference for Campus Point SMCA","NA","REF",34.43138,-119.91675,"2021"
"Surf zone","South Coast","South Campus Beach","Campus Point SMCA","I","SMCA",34.41209,-119.84138,"2019"
"Surf zone","South Coast","South Campus Beach","Campus Point SMCA","I","SMCA",34.41209,-119.84138,"2020"
"Surf zone","South Coast","South Campus Beach","Campus Point SMCA","I","SMCA",34.41209,-119.84138,"2021"
"Surf zone","South Coast","Leo Carrillo State Beach","Reference for Point Dume SMR","NA","REF",34.04476,-118.94155,"2019"
"Surf zone","South Coast","Leo Carrillo State Beach","Reference for Point Dume SMR","NA","REF",34.04476,-118.94155,"2020"
"Surf zone","South Coast","Leo Carrillo State Beach","Reference for Point Dume SMR","NA","REF",34.04476,-118.94155,"2021"
"Surf zone","South Coast","Dume Cove","Point Dume SMR","I","SMR",34.00617,-118.80124,"2019"
"Surf zone","South Coast","Dume Cove","Point Dume SMR","I","SMR",34.00617,-118.80124,"2020"
"Surf zone","South Coast","Dume Cove","Point Dume SMR","I","SMR",34.00617,-118.80124,"2021"
"Surf zone","South Coast","Sleepy Hollow","Laguna Beach SMR","I","SMR",33.53858,-117.78169,"2019"
"Surf zone","South Coast","Sleepy Hollow","Laguna Beach SMR","I","SMR",33.53858,-117.78169,"2020"
"Surf zone","South Coast","Sleepy Hollow","Laguna Beach SMR","I","SMR",33.53858,-117.78169,"2021"
"Surf zone","South Coast","Strand Beach","Dana Point SMCA= reference for Sleepy Hollow","I","SMCA",33.46884,-117.71784,"2019"
"Surf zone","South Coast","Strand Beach","Dana Point SMCA= reference for Sleepy Hollow","I","SMCA",33.46884,-117.71784,"2020"
"Surf zone","South Coast","Strand Beach","Dana Point SMCA= reference for Sleepy Hollow","I","SMCA",33.46884,-117.71784,"2021"
"Surf zone","South Coast","San Elijo State Beach","Swamis SMCA = reference for Scripps","I","SMCA",33.02115,-117.28513,"2019"
"Surf zone","South Coast","San Elijo State Beach","Swamis SMCA = reference for Scripps","I","SMCA",33.02115,-117.28513,"2020"
"Surf zone","South Coast","San Elijo State Beach","Swamis SMCA = reference for Scripps","I","SMCA",33.02115,-117.28513,"2021"
"Surf zone","South Coast","Scripps Beach","Scripps SMCA/Matlahuayl SMR","II","SMCA/SMR",32.86342,-117.25504,"2019"
"Surf zone","South Coast","Scripps Beach","Scripps SMCA/Matlahuayl SMR","II","SMCA/SMR",32.86342,-117.25504,"2020"
"Surf zone","South Coast","Scripps Beach","Scripps SMCA/Matlahuayl SMR","II","SMCA/SMR",32.86342,-117.25504,"2021"
"CCFRP","SOUTH","AI01","Anacapa Island SMR","I","SMR",34.02153397,-119.3667972,"2017"
"CCFRP","SOUTH","AI01","Anacapa Island SMR","I","SMR",34.02153397,-119.3667972,"2018"
"CCFRP","SOUTH","AI01","Anacapa Island SMR","I","SMR",34.02153397,-119.3667972,"2019"
"CCFRP","SOUTH","AI01","Anacapa Island SMR","I","SMR",34.02153397,-119.3667972,"2020"
"CCFRP","SOUTH","AI02","Anacapa Island SMR","I","SMR",34.01849365,-119.371586,"2017"
"CCFRP","SOUTH","AI02","Anacapa Island SMR","I","SMR",34.01849365,-119.371586,"2018"
"CCFRP","SOUTH","AI02","Anacapa Island SMR","I","SMR",34.01849365,-119.371586,"2020"
"CCFRP","SOUTH","AI03","Anacapa Island SMR","I","SMR",34.01770782,-119.3795367,"2018"
"CCFRP","SOUTH","AI03","Anacapa Island SMR","I","SMR",34.01770782,-119.3795367,"2019"
"CCFRP","SOUTH","AI03","Anacapa Island SMR","I","SMR",34.01770782,-119.3795367,"2020"
"CCFRP","SOUTH","AI04","Anacapa Island SMR","I","SMR",34.01169968,-119.392358,"2017"
"CCFRP","SOUTH","AI04","Anacapa Island SMR","I","SMR",34.01169968,-119.392358,"2018"
"CCFRP","SOUTH","AI04","Anacapa Island SMR","I","SMR",34.01169968,-119.392358,"2019"
"CCFRP","SOUTH","AI04","Anacapa Island SMR","I","SMR",34.01169968,-119.392358,"2020"
"CCFRP","SOUTH","AI05","Anacapa Island SMR","I","SMR",34.01620102,-119.3849281,"2017"
"CCFRP","SOUTH","AI05","Anacapa Island SMR","I","SMR",34.01620102,-119.3849281,"2018"
"CCFRP","SOUTH","AI05","Anacapa Island SMR","I","SMR",34.01620102,-119.3849281,"2019"
"CCFRP","SOUTH","AI05","Anacapa Island SMR","I","SMR",34.01620102,-119.3849281,"2020"
"CCFRP","SOUTH","AI06","Anacapa Island SMR","I","SMR",34.01903152,-119.359852,"2018"
"CCFRP","SOUTH","AI06","Anacapa Island SMR","I","SMR",34.01903152,-119.359852,"2019"
"CCFRP","SOUTH","AI06","Anacapa Island SMR","I","SMR",34.01903152,-119.359852,"2020"
"CCFRP","SOUTH","AI07","Anacapa Island SMCA","I","SMCA",34.01938248,-119.4407557,"2018"
"CCFRP","SOUTH","AI07","Anacapa Island SMCA","I","SMCA",34.01938248,-119.4407557,"2019"
"CCFRP","SOUTH","AI07","Anacapa Island SMCA","I","SMCA",34.01938248,-119.4407557,"2020"
"CCFRP","SOUTH","AI08","Anacapa Island SMCA","I","SMCA",34.0183754,-119.4347202,"2017"
"CCFRP","SOUTH","AI08","Anacapa Island SMCA","I","SMCA",34.0183754,-119.4347202,"2018"
"CCFRP","SOUTH","AI08","Anacapa Island SMCA","I","SMCA",34.0183754,-119.4347202,"2019"
"CCFRP","SOUTH","AI08","Anacapa Island SMCA","I","SMCA",34.0183754,-119.4347202,"2020"
"CCFRP","SOUTH","AI09","Anacapa Island SMCA","I","SMCA",34.01815414,-119.4274239,"2018"
"CCFRP","SOUTH","AI09","Anacapa Island SMCA","I","SMCA",34.01815414,-119.4274239,"2019"
"CCFRP","SOUTH","AI09","Anacapa Island SMCA","I","SMCA",34.01815414,-119.4274239,"2020"
"CCFRP","SOUTH","AI10","Anacapa Island SMCA/SMR","I","reference",34.02030945,-119.353567,"2018"
"CCFRP","SOUTH","AI10","Anacapa Island SMCA/SMR","I","reference",34.02030945,-119.353567,"2019"
"CCFRP","SOUTH","AI10","Anacapa Island SMCA/SMR","I","reference",34.02030945,-119.353567,"2020"
"CCFRP","SOUTH","AI11","Anacapa Island SMCA/SMR","I","reference",34.01314926,-119.3517015,"2017"
"CCFRP","SOUTH","AI11","Anacapa Island SMCA/SMR","I","reference",34.01314926,-119.3517015,"2018"
"CCFRP","SOUTH","AI11","Anacapa Island SMCA/SMR","I","reference",34.01314926,-119.3517015,"2019"
"CCFRP","SOUTH","AI11","Anacapa Island SMCA/SMR","I","reference",34.01314926,-119.3517015,"2020"
"CCFRP","SOUTH","AI12","Anacapa Island SMCA/SMR","I","reference",34.01034927,-119.3566643,"2017"
"CCFRP","SOUTH","AI12","Anacapa Island SMCA/SMR","I","reference",34.01034927,-119.3566643,"2018"
"CCFRP","SOUTH","AI12","Anacapa Island SMCA/SMR","I","reference",34.01034927,-119.3566643,"2019"
"CCFRP","SOUTH","AI12","Anacapa Island SMCA/SMR","I","reference",34.01034927,-119.3566643,"2020"
"CCFRP","SOUTH","AI13","Anacapa Island SMCA/SMR","I","reference",33.99995422,-119.4065044,"2017"
"CCFRP","SOUTH","AI13","Anacapa Island SMCA/SMR","I","reference",33.99995422,-119.4065044,"2018"
"CCFRP","SOUTH","AI13","Anacapa Island SMCA/SMR","I","reference",33.99995422,-119.4065044,"2019"
"CCFRP","SOUTH","AI13","Anacapa Island SMCA/SMR","I","reference",33.99995422,-119.4065044,"2020"
"CCFRP","SOUTH","AI14","Anacapa Island SMCA/SMR","I","reference",34.00103378,-119.4155366,"2017"
"CCFRP","SOUTH","AI14","Anacapa Island SMCA/SMR","I","reference",34.00103378,-119.4155366,"2018"
"CCFRP","SOUTH","AI14","Anacapa Island SMCA/SMR","I","reference",34.00103378,-119.4155366,"2019"
"CCFRP","SOUTH","AI14","Anacapa Island SMCA/SMR","I","reference",34.00103378,-119.4155366,"2020"
"CCFRP","SOUTH","AI15","Anacapa Island SMCA/SMR","I","reference",34.00556946,-119.4390588,"2017"
"CCFRP","SOUTH","AI15","Anacapa Island SMCA/SMR","I","reference",34.00556946,-119.4390588,"2018"
"CCFRP","SOUTH","AI15","Anacapa Island SMCA/SMR","I","reference",34.00556946,-119.4390588,"2019"
"CCFRP","SOUTH","AI15","Anacapa Island SMCA/SMR","I","reference",34.00556946,-119.4390588,"2020"
"CCFRP","SOUTH","AI16","Anacapa Island SMCA/SMR","I","reference",34.00822449,-119.3711319,"2017"
"CCFRP","SOUTH","AI16","Anacapa Island SMCA/SMR","I","reference",34.00822449,-119.3711319,"2018"
"CCFRP","SOUTH","AI16","Anacapa Island SMCA/SMR","I","reference",34.00822449,-119.3711319,"2019"
"CCFRP","SOUTH","AI16","Anacapa Island SMCA/SMR","I","reference",34.00822449,-119.3711319,"2020"
"CCFRP","SOUTH","AI17","Anacapa Island SMCA/SMR","I","reference",34.00200272,-119.3849105,"2018"
"CCFRP","SOUTH","AI17","Anacapa Island SMCA/SMR","I","reference",34.00200272,-119.3849105,"2019"
"CCFRP","SOUTH","AI17","Anacapa Island SMCA/SMR","I","reference",34.00200272,-119.3849105,"2020"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2007"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2008"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2009"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2010"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2011"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2012"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2013"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2014"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2015"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2016"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2017"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2018"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2019"
"CCFRP","CENTRAL","AN01","Ano Nuevo SMR","I","reference",37.24250031,-122.42725,"2020"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2007"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2008"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2009"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2010"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2011"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2012"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2014"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2015"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2016"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2017"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2019"
"CCFRP","CENTRAL","AN02","Ano Nuevo SMR","I","reference",37.23733521,-122.4265,"2020"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2007"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2008"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2009"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2010"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2011"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2013"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2015"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2016"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2017"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2018"
"CCFRP","CENTRAL","AN03","Ano Nuevo SMR","I","reference",37.23175049,-122.4253334,"2019"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2007"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2008"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2009"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2010"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2013"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2014"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2015"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2016"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2017"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2019"
"CCFRP","CENTRAL","AN04","Ano Nuevo SMR","I","reference",37.22525024,-122.4224167,"2020"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2007"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2008"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2009"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2010"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2011"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2012"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2013"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2014"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2015"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2016"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2017"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2018"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2019"
"CCFRP","CENTRAL","AN05","Ano Nuevo SMR","I","reference",37.21625137,-122.4176667,"2020"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2007"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2008"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2009"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2010"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2011"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2012"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2014"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2015"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2017"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2018"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2019"
"CCFRP","CENTRAL","AN06","Ano Nuevo SMR","I","reference",37.19691849,-122.413,"2020"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2007"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2008"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2009"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2010"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2011"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2012"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2013"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2014"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2015"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2016"
"CCFRP","CENTRAL","AN07","Ano Nuevo SMR","I","reference",37.19166565,-122.4105,"2020"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2007"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2008"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2009"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2010"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2013"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2014"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2016"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2017"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2018"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2019"
"CCFRP","CENTRAL","AN08","Ano Nuevo SMR","I","reference",37.18500137,-122.40475,"2020"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2007"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2008"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2009"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2010"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2011"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2012"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2013"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2014"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2016"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2017"
"CCFRP","CENTRAL","AN09","Ano Nuevo SMR","I","reference",37.16991806,-122.3816667,"2020"
